CustomerID,FirstName,LastName,Email,Phone,Gender,Age,Country,City,Segment,RegistrationDate,IsActive,CreditLimit,PreferredPayment,TenureDays,TotalOrders,TotalRevenue,TotalNetRevenue,AvgOrderValue,MaxOrderValue,TotalQuantity,FirstPurchaseDate,LastPurchaseDate,UniqueCategories,DaysSinceLastPurchase,DaysSinceFirstPurchase,OrderFrequencyPerMonth,CLV,TotalTransactions,TotalTransactionAmount,AvgTransactionAmount,IsChurned,RevenueTier,ETLTimestamp,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
CUST00044,David,Anderson,david.anderson43@example.com,N/A,Non-binary,74,Spain,City_3,Enterprise,2023-06-19 07:35:55,True,31797.08,Debit Card,560,3.0,5381.01,5329.0599999999995,1793.67,2716.61,57.0,2024-02-16 07:11:27,2024-07-22 10:19:52,3.0,161.0,318.0,0.2872,18528.95,13.0,15636.17,1202.78,1,High,2026-05-07 22:22:23.740018,2,2,2,6,Lost
CUST00045,Jennifer,Garcia,jennifer.garcia44@example.com,+44-7044-530816,Non-binary,20,Belgium,City_15,Enterprise,2024-07-26 20:32:16,True,1148.18,Credit Card,156,8.0,29754.14,29636.02,3719.27,8718.91,149.0,2024-01-20 01:00:19,2024-11-28 14:36:25,5.0,32.0,345.0,0.7059,94437.05,26.0,19044.26,732.47,0,VIP,2026-05-07 22:22:23.740018,5,5,5,15,Champion
CUST00046,Charles,Ramirez,charles.ramirez45@example.com,+44-7373-809217,Non-binary,54,France,City_34,Startup,2023-02-15 22:03:09,True,33345.1,PayPal,683,5.0,7262.12,7231.27,1452.42,2376.15,54.0,2024-01-03 13:41:32,2024-06-20 14:26:11,4.0,193.0,362.0,0.4204,21966.91,14.0,9355.28,668.23,1,High,2026-05-07 22:22:23.740018,2,4,2,8,Need Attention
CUST00047,Logan,Miller,logan.miller46@example.com,+44-7736-349068,Male,68,France,City_27,Startup,2022-03-09 11:56:59,True,9312.78,Debit Card,1027,6.0,21825.28,21744.039999999997,3637.55,9217.71,120.0,2024-02-14 08:05:39,2024-12-29 15:09:26,5.0,1.0,320.0,0.5708,74683.38,16.0,14171.86,885.74,0,VIP,2026-05-07 22:22:23.740018,5,5,5,15,Champion
CUST00048,Olivia,Miller,olivia.miller47@example.com,+44-7992-565776,Non-binary,24,Belgium,City_45,Individual,2023-12-15 16:36:03,True,48072.98,PayPal,381,5.0,18692.72,18636.059999999998,3738.54,8461.88,67.0,2022-03-04 19:38:28,2023-12-29 10:35:28,3.0,367.0,1032.0,0.1475,19833.85,17.0,17920.99,1054.18,1,VIP,2026-05-07 22:22:23.740018,1,4,5,10,At Risk
CUST00049,Jennifer,Lewis,jennifer.lewis48@example.com,+44-7625-398768,Non-binary,38,Belgium,City_24,Startup,2024-04-13 00:01:56,True,7858.81,Bank Transfer,261,3.0,12116.38,12074.8,4038.79,5391.98,47.0,2024-01-15 15:43:40,2024-08-28 08:45:40,2.0,124.0,350.0,0.2609,37906.96,10.0,7912.98,791.3,1,VIP,2026-05-07 22:22:23.740018,3,2,3,8,Potential Loyal
CUST00050,Jessica,Hernandez,jessica.hernandez49@example.com,+44-7770-884897,Female,26,United Kingdom,City_30,Individual,2022-07-13 21:51:23,True,21023.89,Credit Card,900,7.0,36057.18,35989.049999999996,5151.03,7975.79,161.0,2024-02-09 07:29:11,2024-12-22 09:41:49,4.0,8.0,325.0,0.6556,121484.96,23.0,20061.33,872.23,0,VIP,2026-05-07 22:22:23.740018,5,5,5,15,Champion
CUST00051,Karen,Martin,karen.martin50@example.com,+44-7802-570735,Male,56,United States,City_48,Individual,2023-08-12 00:47:04,True,4724.81,Debit Card,506,7.0,16569.46,16460.09,2367.07,5154.22,121.0,2024-01-13 08:33:26,2024-12-24 22:28:03,5.0,5.0,352.0,0.6053,51544.2,17.0,17262.58,1015.45,0,VIP,2026-05-07 22:22:23.740018,5,5,4,14,Champion
CUST00052,Joseph,Johnson,joseph.johnson51@example.com,+44-7239-659951,Male,35,Spain,City_6,Individual,2022-05-03 09:53:03,True,49845.28,Debit Card,972,1.0,8532.17,8523.72,8532.17,8532.17,20.0,2024-11-04 03:47:33,2024-11-04 03:47:33,1.0,56.0,56.0,0.5436,166834.4,3.0,2311.13,770.38,0,High,2026-05-07 22:22:23.740018,4,1,2,7,New Customer
CUST00053,Richard,Williams,richard.williams52@example.com,+44-7244-424500,Prefer not to say,21,Sweden,City_38,Enterprise,2024-05-07 13:33:59,True,25358.65,Debit Card,237,3.0,3740.04,3696.01,1246.68,1702.5,35.0,2024-03-21 05:26:26,2024-06-06 13:16:02,3.0,207.0,284.0,0.3215,14420.22,4.0,5197.47,1299.37,1,High,2026-05-07 22:22:23.740018,2,2,1,5,Lost
CUST00054,Barbara,Lee,barbara.lee53@example.com,N/A,Non-binary,46,United States,City_7,SMB,2023-04-01 10:28:42,True,29971.56,Bank Transfer,639,3.0,4773.37,4732.72,1591.12,3521.03,44.0,2024-03-05 20:59:03,2024-09-23 05:19:08,3.0,98.0,299.0,0.3054,17481.07,4.0,6063.57,1515.89,1,High,2026-05-07 22:22:23.740018,3,2,1,6,Promising
CUST00055,Mary,Brown,mary.brown54@example.com,+44-7803-591798,Female,31,Belgium,City_33,Startup,2024-09-03 13:23:25,True,3820.29,Credit Card,118,2.0,6349.9,6322.96,3174.95,3977.14,38.0,2022-06-27 08:55:37,2022-09-30 02:13:26,1.0,822.0,917.0,0.0664,7582.49,7.0,5491.68,784.53,1,High,2026-05-07 22:22:23.740018,1,1,2,4,Lost
CUST00056,John,Jackson,john.jackson55@example.com,+44-7925-975679,Prefer not to say,67,Belgium,City_9,Individual,2024-08-18 20:05:15,False,37623.04,Credit Card,133,5.0,18392.76,18326.73,3678.55,7268.83,86.0,2024-02-17 10:53:38,2024-07-17 07:37:03,4.0,166.0,317.0,0.4801,63533.35,17.0,15645.58,920.33,1,VIP,2026-05-07 22:22:23.740018,2,4,5,11,At Risk
CUST00057,Jessica,Thompson,jessica.thompson56@example.com,+44-7198-485709,Non-binary,26,United Kingdom,City_41,SMB,2023-07-16 18:43:51,True,10890.33,Bank Transfer,533,3.0,16860.18,16822.34,5620.06,8091.85,62.0,2024-03-02 07:00:42,2024-11-30 11:24:42,3.0,30.0,303.0,0.3014,60930.35,6.0,5226.01,871.0,0,VIP,2026-05-07 22:22:23.740018,5,2,4,11,New Customer
CUST00058,Ethan,White,ethan.white57@example.com,+44-7694-698128,Male,43,Spain,City_26,Individual,2024-06-15 21:14:53,True,44953.69,PayPal,197,4.0,6016.77,5968.7,1504.19,5389.98,41.0,2024-05-25 07:56:34,2024-10-14 05:24:01,3.0,77.0,219.0,0.556,30083.85,19.0,22958.28,1208.33,0,High,2026-05-07 22:22:23.740018,3,3,2,8,Need Attention
CUST00059,Robert,Ramirez,robert.ramirez58@example.com,+44-7451-584106,Non-binary,70,Spain,City_5,Enterprise,2022-10-26 17:02:17,True,10654.41,Debit Card,796,4.0,11626.88,11590.189999999999,2906.72,8042.53,34.0,2024-08-17 23:21:37,2024-10-14 14:06:39,2.0,77.0,134.0,0.9087,95010.7,6.0,8798.98,1466.5,0,VIP,2026-05-07 22:22:23.740018,3,3,3,9,Potential Loyal
CUST00060,Amelia,Martinez,amelia.martinez59@example.com,+44-7787-395459,Non-binary,19,Italy,City_38,Individual,2022-04-19 01:12:14,True,9939.04,PayPal,986,6.0,20478.3,20389.75,3413.05,7322.31,82.0,2022-03-23 14:12:24,2024-02-08 19:36:40,5.0,326.0,1013.0,0.1803,22135.97,10.0,9512.8,951.28,1,VIP,2026-05-07 22:22:23.740018,1,5,5,11,At Risk
CUST00061,Lucas,Thomas,lucas.thomas60@example.com,+44-7796-500422,Female,37,Germany,City_37,Startup,2022-03-13 04:27:24,True,2309.21,Bank Transfer,1023,6.0,29620.0,29554.92,4936.67,10145.56,123.0,2024-01-06 11:33:37,2024-12-14 23:01:03,4.0,15.0,359.0,0.5087,90345.13,10.0,12482.94,1248.29,0,VIP,2026-05-07 22:22:23.740018,5,5,5,15,Champion
CUST00062,Richard,King,richard.king61@example.com,+44-7514-653081,Female,45,United States,City_4,SMB,2024-10-24 05:41:00,True,23867.31,PayPal,67,3.0,10258.46,10216.77,3419.49,6626.16,48.0,2022-12-19 04:38:50,2023-09-07 20:48:10,3.0,479.0,742.0,0.1231,15138.83,7.0,6929.64,989.95,1,VIP,2026-05-07 22:22:23.740018,1,2,3,6,Need Attention
CUST00063,Aiden,Clark,aiden.clark62@example.com,+44-7428-269930,Female,64,Germany,City_28,Enterprise,2022-12-21 00:39:48,False,28459.64,PayPal,740,7.0,23478.71,23376.28,3354.1,10640.06,107.0,2024-04-08 09:02:45,2024-11-25 13:28:46,6.0,35.0,266.0,0.8011,96651.08,25.0,23692.92,947.72,0,VIP,2026-05-07 22:22:23.740018,4,5,5,14,Champion
CUST00064,Harper,Lopez,harper.lopez63@example.com,+44-7836-309398,Prefer not to say,24,Australia,City_43,Individual,2023-03-26 13:09:54,True,3752.58,Bank Transfer,645,3.0,11408.31,11366.25,3802.77,5013.91,44.0,2024-05-15 18:32:53,2024-12-23 07:56:08,3.0,7.0,229.0,0.3988,54550.65,7.0,7385.11,1055.02,0,VIP,2026-05-07 22:22:23.740018,5,2,3,10,New Customer
